ABACUF,None
ABACUF01,10.1016/j.molstruc.2004.03.051
ABAFUH,10.1016/j.poly.2016.09.043
ABAGAO,10.1016/j.poly.2016.09.043
ABALOF,10.1021/ja048624i
ABAMOI,10.1080/10601325.2016.1143319
ABANAW,10.1016/j.inoche.2021.108819
ABAPUS,10.1016/j.jics.2021.100110
ABAVEI,10.1016/j.ica.2021.120556
ABAVIJ,10.1039/b404485a
ABAVIM,10.1039/d1qi00663k
ABAVOP,10.1039/b404485a
ABAVOS,10.1039/d1qi00663k
ABAVUV,10.1039/b404485a
ABAVUY,10.1016/j.poly.2021.115444
ABAWOT,10.1016/j.poly.2021.115441
ABAXIN,10.1002/slct.201600331
ABAXOT,10.1002/slct.201600331
ABAXUZ,10.1002/slct.201600331
ABAYAG,10.1002/slct.201600331
ABAYEI,10.1021/cg0342258
ABAYIM,10.1021/cg0342258
ABAYIO,10.1021/acs.cgd.6b00776
ABAYOS,10.1021/cg0342258
ABAYOS01,10.1246/cl.2010.190
ABAYOU,10.1021/acs.cgd.6b00776
ABAYOV,10.1016/j.poly.2021.115444
ABAYUY,10.1021/cg049949d
ABAZAE,10.1039/b003375h
ABAZAF,10.1021/cg049949d
ABAZAF01,10.1107/s0108270113005143
ABAZEI,10.1039/b003375h
ABAZEJ,10.1021/cg049949d
ABECAM,10.1080/00958970410001720971
ABECIX,10.1021/jacs.1c05564
ABECOD,10.1021/jacs.1c05564
ABECUI,10.1039/c6dt03430f
ABECUI01,10.1039/c6dt03430f
ABECUJ,10.1021/jacs.1c05564
ABEDAP,10.1039/c6dt03430f
ABEDAQ,10.1021/jacs.1c05564
ABEDET,10.1039/c6dt03430f
ABEDET01,10.1016/j.poly.2020.114613
ABEDEU,10.1021/jacs.1c05564
ABEDIX,10.1039/c6dt03430f
ABEDIY,10.1021/jacs.1c05564
ABEFUL,10.1007/s13738-014-0556-x
ABEHOH,10.1016/j.ica.2016.11.007
ABEMIF,10.1039/c1cc14118j
ABEMUR,10.1039/c1cc13994k
ABENAY,10.1039/c1cc13994k
ABEREH,None
ABEREH01,None
ABEREH02,None
ABETEJ,10.1039/c6ra23740a
ABETIN,10.1039/c6ra10422c
ABEWIP,10.1021/ic201013v
ABEWOV,10.1021/ic201013v
ABEWUB,10.1021/ic201013v
ABEXAI,10.1021/ic201013v
ABEXEM,10.1021/ic201013v
ABEXEN,10.1039/c6ta07939c
ABEXIQ,10.1021/ic201013v
ABEXOW,10.1021/ic201013v
ABEXUC,10.1021/ic201013v
ABEXUD,10.1021/acs.cgd.6b01295
ABEYAJ,10.1021/ic201013v
ABEYEN,10.1021/ic201013v
ABEYIR,10.1021/ic201013v
ABEYOX,10.1021/ic201013v
ABIFAT,10.1002/ejic.200400166
ABIFAT01,10.1016/j.ica.2004.12.011
ABIFEX,10.1002/ejic.200400166
ABIGEZ,10.1039/c1cc12852c
ABIGEZ01,10.1039/c1cc12852c
ABIGEZ02,10.1039/c1cc12852c
ABIGEZ03,10.1039/c1cc12852c
ABIGEZ04,10.1039/c1cc12852c
ABIGEZ05,10.1039/c1cc12852c
ABIGEZ06,10.1039/c1cc12852c
ABIJUS,10.1039/c1cc13627e
ABIKAZ,10.1039/c1cc13627e
ABINEF,10.1039/b408458f
ABINIK,10.1021/ic2004003
ABINIK01,10.1021/ic2004003
ABINOQ,10.1021/ic2004003
ABIQAE,10.1016/j.poly.2004.04.035
ABIRAF,10.1016/j.poly.2004.06.002
ABIREJ,10.1016/j.poly.2004.06.002
ABIRIN,10.1016/j.poly.2004.06.002
ABITEL,10.1021/ic049604k
ABITIP,10.1021/ic049604k
ABITUA,10.1515/znb-2001-0607
ABIVEO,None
ABIVOY,None
ABIVUC,10.1070/mc2001v011n02abeh001406
ABIWAL,None
ABIWEN,10.1016/s1387-7003(01)00245-3
ABIWEP,None
ABIWEP01,10.1039/c7dt04287f
ABIWOX,10.1016/s1387-7003(01)00197-6
ABIWOY,10.1016/j.poly.2004.06.014
ABIWUF,None
ABIXAL,10.1016/j.poly.2004.06.012
ABIXAL01,10.1002/anie.200504460
ABIXAL02,10.1002/anie.200504460
ABIXAL03,10.1002/anie.200504460
ABIXAM,None
ABIXEP,10.1016/j.poly.2004.06.012
ABIXEQ,None
ABIXIU,None
ABIYIV,None
ABOBIC,10.1016/s0277-5387(01)00729-x
ABOBUQ,10.1155/2010/169054
ABOCAV,10.1016/s0277-5387(00)00658-6
ABOCIF,10.1155/2010/367128
ABOCUP,10.1016/s1387-7003(01)00209-x
ABOHOO,10.1039/b103024h
ABOKAD,10.1039/b103824a
ABOMOV,10.1021/ic200261j
ABOSOC,10.1016/j.ica.2016.11.013
ABOTUG,10.1135/cccc20010870
ABOTUG01,10.1107/s1600536804026765
ABOTUG02,None
ABOTUJ,10.1016/j.ica.2016.11.013
ABOVOF,10.1016/j.ica.2016.11.013
ABOVUL,10.1016/j.ica.2016.11.013
ABOWEW,10.1016/j.ica.2016.11.013
ABOWIA,10.1016/j.ica.2016.11.013
ABOXAR,10.1002/aoc.653
ABOYAS,10.1002/aoc.680
ABOZUO,10.1021/ic200006m
ABPENC,10.1021/ic50167a037
ABPZCU,10.1016/0022-1902(76)80055-3
ABPZCU01,10.1016/s1387-7003(00)00017-4
ABPZCU02,10.1002/zaac.200300003
ABPZCU03,10.1080/00958970211894
ABPZCU04,10.1107/s0108768104006391
ABPZCU07,None
ABPZCU08,None
ABPZCU10,10.19500/j.cnki.0367-6358.2009.09.002
ABUBAC,10.1021/ic200006m
ABUBEG,10.1021/ic200006m
ABUBIK,10.1021/ic200006m
ABUBOQ,10.1021/ic200006m
ABUBUW,10.1021/ic200006m
ABUCIK,10.1039/b407405j
ABUCOQ,10.1039/b407405j
ABUDUY,10.1021/ic2005503
ABUFOU,10.1021/ic200592s
ABUFUA,10.1021/ic200592s
ABUGUC,10.1016/j.jssc.2016.11.030
ABUHAJ,10.1016/j.jssc.2016.11.030
ABULAL,10.1002/crat.200310154
ABULEP,10.1002/crat.200310154
ABULUG,10.1007/s10870-011-0156-x
ABUPOD,10.1021/ic049325x
ABUQEU,10.1021/ic049325x
ABUQIY,10.1021/ic049325x
ABUREX,10.1016/j.jorganchem.2016.11.021
ABUSOG,10.1016/j.ica.2004.06.001
ABUVUQ,10.1021/ic2001249
ABUWAX,10.1021/ic2001249
ABUWEB,10.1021/ic2001249
